Seq_id	Size	Description
1141	17443	scaffold_1140
1142	17429	scaffold_1141
1143	17413	scaffold_1142
1144	17385	scaffold_1143
1145	17362	scaffold_1144
1146	17356	scaffold_1145
1147	17338	scaffold_1146
1148	17278	scaffold_1147
1149	17245	scaffold_1148
1150	17232	scaffold_1149
1151	17213	scaffold_1150
1152	17047	scaffold_1151
1153	17030	scaffold_1152
1154	17022	scaffold_1153
1155	16997	scaffold_1154
1156	16869	scaffold_1155
1157	16849	scaffold_1156
1158	16846	scaffold_1157
1159	16828	scaffold_1158
1160	16808	scaffold_1159
1161	16785	scaffold_1160
1162	16777	scaffold_1161
1163	16636	scaffold_1162
1164	16546	scaffold_1163
1165	16536	scaffold_1164
1166	16514	scaffold_1165
1167	16398	scaffold_1166
1168	16376	scaffold_1167
1169	16231	scaffold_1168
1170	16136	scaffold_1169
1171	16134	scaffold_1170
1172	16128	scaffold_1171
1173	16118	scaffold_1172
1174	16110	scaffold_1173
1175	16097	scaffold_1174
1176	16086	scaffold_1175
1177	16031	scaffold_1176
1178	16028	scaffold_1177
1179	15999	scaffold_1178
1180	15955	scaffold_1179
1181	15954	scaffold_1180
1182	15867	scaffold_1181
1183	15857	scaffold_1182
1184	15850	scaffold_1183
1185	15702	scaffold_1184
1186	15693	scaffold_1185
1187	15639	scaffold_1186
1188	15605	scaffold_1187
1189	15598	scaffold_1188
1190	15460	scaffold_1189
1191	15437	scaffold_1190
1192	15422	scaffold_1191
1193	15406	scaffold_1192
1194	15384	scaffold_1193
1195	15346	scaffold_1194
1196	15295	scaffold_1195
1197	15248	scaffold_1196
1198	15247	scaffold_1197
1199	15233	scaffold_1198
1200	15204	scaffold_1199
1201	15170	scaffold_1200
1202	15131	scaffold_1201
1203	15129	scaffold_1202
1204	15121	scaffold_1203
1205	15066	scaffold_1204
1206	14995	scaffold_1205
1207	14990	scaffold_1206
1208	14967	scaffold_1207
1209	14952	scaffold_1208
1210	14899	scaffold_1209
1211	14830	scaffold_1210
1212	14797	scaffold_1211
1213	14784	scaffold_1212
1214	14781	scaffold_1213
1215	14766	scaffold_1214
1216	14760	scaffold_1215
1217	14743	scaffold_1216
1218	14730	scaffold_1217
1219	14699	scaffold_1218
1220	14693	scaffold_1219
1221	14669	scaffold_1220
1222	14654	scaffold_1221
1223	14629	scaffold_1222
1224	14552	scaffold_1223
1225	14547	scaffold_1224
1226	14523	scaffold_1225
1227	14512	scaffold_1226
1228	14463	scaffold_1227
1229	14442	scaffold_1228
1230	14368	scaffold_1229
1231	14351	scaffold_1230
1232	14331	scaffold_1231
1233	14325	scaffold_1232
1234	14301	scaffold_1233
1235	14284	scaffold_1234
1236	14233	scaffold_1235
1237	14217	scaffold_1236
1238	14204	scaffold_1237
1239	14167	scaffold_1238
1240	14162	scaffold_1239
1241	14077	scaffold_1240
1242	14071	scaffold_1241
1243	14043	scaffold_1242
1244	13996	scaffold_1243
1245	13984	scaffold_1244
1246	13930	scaffold_1245
1247	13877	scaffold_1246
1248	13756	scaffold_1247
1249	13745	scaffold_1248
1250	13728	scaffold_1249
1251	13584	scaffold_1250
1252	13569	scaffold_1251
1253	13547	scaffold_1252
1254	13546	scaffold_1253
1255	13490	scaffold_1254
1256	13446	scaffold_1255
1257	13444	scaffold_1256
1258	13406	scaffold_1257
1259	13402	scaffold_1258
1260	13398	scaffold_1259
1261	13375	scaffold_1260
1262	13362	scaffold_1261
1263	13326	scaffold_1262
1264	13320	scaffold_1263
1265	13309	scaffold_1264
1266	13298	scaffold_1265
1267	13210	scaffold_1266
1268	13209	scaffold_1267
1269	13185	scaffold_1268
1270	13165	scaffold_1269
1271	13161	scaffold_1270
1272	13134	scaffold_1271
1273	13082	scaffold_1272
1274	13081	scaffold_1273
1275	12960	scaffold_1274
1276	12953	scaffold_1275
1277	12894	scaffold_1276
1278	12785	scaffold_1277
1279	12741	scaffold_1278
1280	12710	scaffold_1279
1281	12655	scaffold_1280
1282	12601	scaffold_1281
1283	12486	scaffold_1282
1284	12401	scaffold_1283
1285	12398	scaffold_1284
1286	12391	scaffold_1285
1287	12345	scaffold_1286
1288	12337	scaffold_1287
1289	12321	scaffold_1288
1290	12306	scaffold_1289
1291	12286	scaffold_1290
1292	12242	scaffold_1291
1293	12213	scaffold_1292
1294	12151	scaffold_1293
1295	12151	scaffold_1294
1296	12061	scaffold_1295
1297	12047	scaffold_1296
1298	12042	scaffold_1297
1299	11968	scaffold_1298
1300	11938	scaffold_1299
1301	11892	scaffold_1300
1302	11891	scaffold_1301
1303	11886	scaffold_1302
1304	11847	scaffold_1303
1305	11844	scaffold_1304
1306	11792	scaffold_1305
1307	11708	scaffold_1306
1308	11700	scaffold_1307
1309	11693	scaffold_1308
1310	11689	scaffold_1309
1311	11631	scaffold_1310
1312	11596	scaffold_1311
1313	11594	scaffold_1312
1314	11589	scaffold_1313
1315	11553	scaffold_1314
1316	11505	scaffold_1315
1317	11505	scaffold_1316
1318	11455	scaffold_1317
1319	11448	scaffold_1318
1320	11431	scaffold_1319
1321	11416	scaffold_1320
1322	11406	scaffold_1321
1323	11389	scaffold_1322
1324	11353	scaffold_1323
1325	11346	scaffold_1324
1326	11344	scaffold_1325
1327	11334	scaffold_1326
1328	11310	scaffold_1327
1329	11282	scaffold_1328
1330	11277	scaffold_1329
1331	11257	scaffold_1330
1332	11253	scaffold_1331
1333	11196	scaffold_1332
1334	11189	scaffold_1333
1335	11160	scaffold_1334
1336	11149	scaffold_1335
1337	11129	scaffold_1336
1338	11114	scaffold_1337
1339	11101	scaffold_1338
1340	11065	scaffold_1339
1341	11059	scaffold_1340
1342	11048	scaffold_1341
1343	11018	scaffold_1342
1344	11005	scaffold_1343
1345	10999	scaffold_1344
1346	10994	scaffold_1345
1347	10971	scaffold_1346
1348	10936	scaffold_1347
1349	10903	scaffold_1348
1350	10903	scaffold_1349
1351	10893	scaffold_1350
1352	10888	scaffold_1351
1353	10869	scaffold_1352
1354	10865	scaffold_1353
1355	10780	scaffold_1354
1356	10764	scaffold_1355
1357	10684	scaffold_1356
1358	10603	scaffold_1357
1359	10584	scaffold_1358
1360	10541	scaffold_1359
1361	10528	scaffold_1360
1362	10510	scaffold_1361
1363	10447	scaffold_1362
1364	10430	scaffold_1363
1365	10416	scaffold_1364
1366	10338	scaffold_1365
1367	10281	scaffold_1366
1368	10258	scaffold_1367
1369	10229	scaffold_1368
1370	10187	scaffold_1369
1371	10168	scaffold_1370
1372	10142	scaffold_1371
1373	10131	scaffold_1372
1374	10119	scaffold_1373
1375	10060	scaffold_1374
1376	10034	scaffold_1375
1377	10015	scaffold_1376
1378	9991	scaffold_1377
1379	9959	scaffold_1378
1380	9902	scaffold_1379
1381	9808	scaffold_1380
1382	9800	scaffold_1381
1383	9788	scaffold_1382
1384	9669	scaffold_1383
1385	9582	scaffold_1384
1386	9578	scaffold_1385
1387	9568	scaffold_1386
1388	9553	scaffold_1387
1389	9540	scaffold_1388
1390	9521	scaffold_1389
1391	9500	scaffold_1390
1392	9497	scaffold_1391
1393	9474	scaffold_1392
1394	9448	scaffold_1393
1395	9439	scaffold_1394
1396	9436	scaffold_1395
1397	9418	scaffold_1396
1398	9358	scaffold_1397
1399	9272	scaffold_1398
1400	9228	scaffold_1399
1401	9227	scaffold_1400
1402	9226	scaffold_1401
1403	9196	scaffold_1402
1404	9181	scaffold_1403
1405	9159	scaffold_1404
1406	9147	scaffold_1405
1407	9144	scaffold_1406
1408	9140	scaffold_1407
1409	9113	scaffold_1408
1410	9110	scaffold_1409
1411	9083	scaffold_1410
1412	9059	scaffold_1411
1413	9030	scaffold_1412
1414	9017	scaffold_1413
1415	9007	scaffold_1414
1416	8993	scaffold_1415
1417	8989	scaffold_1416
1418	8987	scaffold_1417
1419	8967	scaffold_1418
1420	8967	scaffold_1419
1421	8913	scaffold_1420
1422	8908	scaffold_1421
1423	8880	scaffold_1422
1424	8879	scaffold_1423
1425	8877	scaffold_1424
1426	8845	scaffold_1425
1427	8839	scaffold_1426
1428	8829	scaffold_1427
1429	8786	scaffold_1428
1430	8767	scaffold_1429
1431	8739	scaffold_1430
1432	8736	scaffold_1431
1433	8725	scaffold_1432
1434	8684	scaffold_1433
1435	8680	scaffold_1434
1436	8670	scaffold_1435
1437	8668	scaffold_1436
1438	8613	scaffold_1437
1439	8596	scaffold_1438
1440	8594	scaffold_1439
1441	8562	scaffold_1440
1442	8488	scaffold_1441
1443	8472	scaffold_1442
1444	8467	scaffold_1443
1445	8426	scaffold_1444
1446	8392	scaffold_1445
1447	8379	scaffold_1446
1448	8367	scaffold_1447
1449	8359	scaffold_1448
1450	8347	scaffold_1449
1451	8315	scaffold_1450
1452	8245	scaffold_1451
1453	8211	scaffold_1452
1454	8197	scaffold_1453
1455	8111	scaffold_1454
1456	8106	scaffold_1455
1457	8098	scaffold_1456
1458	8088	scaffold_1457
1459	8084	scaffold_1458
1460	8068	scaffold_1459
1461	8033	scaffold_1460
1462	8006	scaffold_1461
1463	7974	scaffold_1462
1464	7947	scaffold_1463
1465	7934	scaffold_1464
1466	7932	scaffold_1465
1467	7899	scaffold_1466
1468	7856	scaffold_1467
1469	7833	scaffold_1468
1470	7760	scaffold_1469
1471	7756	scaffold_1470
1472	7733	scaffold_1471
1473	7732	scaffold_1472
1474	7723	scaffold_1473
1475	7715	scaffold_1474
1476	7649	scaffold_1475
1477	7647	scaffold_1476
1478	7637	scaffold_1477
1479	7632	scaffold_1478
1480	7619	scaffold_1479
1481	7599	scaffold_1480
1482	7595	scaffold_1481
1483	7586	scaffold_1482
1484	7585	scaffold_1483
1485	7567	scaffold_1484
1486	7563	scaffold_1485
1487	7558	scaffold_1486
1488	7553	scaffold_1487
1489	7489	scaffold_1488
1490	7487	scaffold_1489
1491	7483	scaffold_1490
1492	7474	scaffold_1491
1493	7414	scaffold_1492
1494	7413	scaffold_1493
1495	7379	scaffold_1494
1496	7350	scaffold_1495
1497	7341	scaffold_1496
1498	7335	scaffold_1497
1499	7310	scaffold_1498
1500	7302	scaffold_1499
1501	7270	scaffold_1500
1502	7260	scaffold_1501
1503	7259	scaffold_1502
1504	7258	scaffold_1503
1505	7213	scaffold_1504
1506	7212	scaffold_1505
1507	7153	scaffold_1506
1508	7152	scaffold_1507
1509	7087	scaffold_1508
1510	7058	scaffold_1509
1511	7039	scaffold_1510
1512	7001	scaffold_1511
1513	6996	scaffold_1512
1514	6969	scaffold_1513
1515	6934	scaffold_1514
1516	6929	scaffold_1515
1517	6905	scaffold_1516
1518	6903	scaffold_1517
1519	6883	scaffold_1518
1520	6855	scaffold_1519
1521	6830	scaffold_1520
1522	6818	scaffold_1521
1523	6809	scaffold_1522
1524	6805	scaffold_1523
1525	6799	scaffold_1524
1526	6798	scaffold_1525
1527	6788	scaffold_1526
1528	6782	scaffold_1527
1529	6775	scaffold_1528
1530	6774	scaffold_1529
1531	6763	scaffold_1530
1532	6759	scaffold_1531
1533	6741	scaffold_1532
1534	6702	scaffold_1533
1535	6646	scaffold_1534
1536	6638	scaffold_1535
1537	6623	scaffold_1536
1538	6607	scaffold_1537
1539	6606	scaffold_1538
1540	6592	scaffold_1539
1541	6589	scaffold_1540
1542	6584	scaffold_1541
1543	6562	scaffold_1542
1544	6556	scaffold_1543
1545	6552	scaffold_1544
1546	6537	scaffold_1545
1547	6524	scaffold_1546
1548	6499	scaffold_1547
1549	6479	scaffold_1548
1550	6476	scaffold_1549
1551	6439	scaffold_1550
1552	6437	scaffold_1551
1553	6434	scaffold_1552
1554	6430	scaffold_1553
1555	6417	scaffold_1554
1556	6392	scaffold_1555
1557	6383	scaffold_1556
1558	6381	scaffold_1557
1559	6380	scaffold_1558
1560	6377	scaffold_1559
1561	6370	scaffold_1560
1562	6352	scaffold_1561
1563	6349	scaffold_1562
1564	6340	scaffold_1563
1565	6336	scaffold_1564
1566	6331	scaffold_1565
1567	6318	scaffold_1566
1568	6265	scaffold_1567
1569	6260	scaffold_1568
1570	6254	scaffold_1569
1571	6253	scaffold_1570
1572	6236	scaffold_1571
1573	6229	scaffold_1572
1574	6217	scaffold_1573
1575	6185	scaffold_1574
1576	6183	scaffold_1575
1577	6107	scaffold_1576
1578	6097	scaffold_1577
1579	6083	scaffold_1578
1580	6080	scaffold_1579
1581	6070	scaffold_1580
1582	6057	scaffold_1581
1583	6056	scaffold_1582
1584	6055	scaffold_1583
1585	6043	scaffold_1584
1586	6041	scaffold_1585
1587	6033	scaffold_1586
1588	6025	scaffold_1587
1589	6019	scaffold_1588
1590	5987	scaffold_1589
1591	5982	scaffold_1590
1592	5981	scaffold_1591
1593	5966	scaffold_1592
1594	5946	scaffold_1593
1595	5913	scaffold_1594
1596	5901	scaffold_1595
1597	5882	scaffold_1596
1598	5880	scaffold_1597
1599	5878	scaffold_1598
1600	5859	scaffold_1599
1601	5832	scaffold_1600
1602	5823	scaffold_1601
1603	5816	scaffold_1602
1604	5814	scaffold_1603
1605	5803	scaffold_1604
1606	5798	scaffold_1605
1607	5797	scaffold_1606
1608	5795	scaffold_1607
1609	5786	scaffold_1608
1610	5786	scaffold_1609
1611	5772	scaffold_1610
1612	5766	scaffold_1611
1613	5753	scaffold_1612
1614	5752	scaffold_1613
1615	5749	scaffold_1614
1616	5744	scaffold_1615
1617	5744	scaffold_1616
1618	5743	scaffold_1617
1619	5734	scaffold_1618
1620	5733	scaffold_1619
1621	5719	scaffold_1620
1622	5702	scaffold_1621
1623	5699	scaffold_1622
1624	5688	scaffold_1623
1625	5688	scaffold_1624
1626	5683	scaffold_1625
1627	5664	scaffold_1626
1628	5660	scaffold_1627
1629	5631	scaffold_1628
1630	5630	scaffold_1629
1631	5621	scaffold_1630
1632	5560	scaffold_1631
1633	5534	scaffold_1632
1634	5524	scaffold_1633
1635	5521	scaffold_1634
1636	5494	scaffold_1635
1637	5487	scaffold_1636
1638	5483	scaffold_1637
1639	5465	scaffold_1638
1640	5458	scaffold_1639
1641	5457	scaffold_1640
1642	5452	scaffold_1641
1643	5446	scaffold_1642
1644	5435	scaffold_1643
1645	5363	scaffold_1644
1646	5359	scaffold_1645
1647	5357	scaffold_1646
1648	5354	scaffold_1647
1649	5343	scaffold_1648
1650	5338	scaffold_1649
1651	5321	scaffold_1650
1652	5299	scaffold_1651
1653	5272	scaffold_1652
1654	5265	scaffold_1653
1655	5256	scaffold_1654
1656	5256	scaffold_1655
1657	5247	scaffold_1656
1658	5231	scaffold_1657
1659	5205	scaffold_1658
1660	5197	scaffold_1659
1661	5194	scaffold_1660
1662	5179	scaffold_1661
1663	5167	scaffold_1662
1664	5159	scaffold_1663
1665	5139	scaffold_1664
1666	5133	scaffold_1665
1667	5128	scaffold_1666
1668	5126	scaffold_1667
1669	5124	scaffold_1668
1670	5119	scaffold_1669
1671	5093	scaffold_1670
1672	5084	scaffold_1671
1673	5075	scaffold_1672
1674	5073	scaffold_1673
1675	5059	scaffold_1674
1676	5052	scaffold_1675
1677	5042	scaffold_1676
1678	5032	scaffold_1677
1679	5029	scaffold_1678
1680	5025	scaffold_1679
1681	5023	scaffold_1680
1682	5023	scaffold_1681
1683	5013	scaffold_1682
1684	5003	scaffold_1683
1685	4978	scaffold_1684
1686	4968	scaffold_1685
1687	4964	scaffold_1686
1688	4949	scaffold_1687
1689	4948	scaffold_1688
1690	4947	scaffold_1689
1691	4945	scaffold_1690
1692	4940	scaffold_1691
1693	4937	scaffold_1692
1694	4932	scaffold_1693
1695	4916	scaffold_1694
1696	4914	scaffold_1695
1697	4914	scaffold_1696
1698	4906	scaffold_1697
1699	4880	scaffold_1698
1700	4875	scaffold_1699
1701	4872	scaffold_1700
1702	4872	scaffold_1701
1703	4871	scaffold_1702
1704	4868	scaffold_1703
1705	4851	scaffold_1704
1706	4849	scaffold_1705
1707	4847	scaffold_1706
1708	4844	scaffold_1707
1709	4839	scaffold_1708
1710	4829	scaffold_1709
1711	4813	scaffold_1710
1712	4806	scaffold_1711
1713	4801	scaffold_1712
1714	4799	scaffold_1713
1715	4788	scaffold_1714
1716	4786	scaffold_1715
1717	4784	scaffold_1716
1718	4781	scaffold_1717
1719	4772	scaffold_1718
1720	4767	scaffold_1719
1721	4761	scaffold_1720
1722	4753	scaffold_1721
1723	4742	scaffold_1722
1724	4741	scaffold_1723
1725	4738	scaffold_1724
1726	4733	scaffold_1725
1727	4729	scaffold_1726
1728	4719	scaffold_1727
1729	4717	scaffold_1728
1730	4716	scaffold_1729
1731	4713	scaffold_1730
1732	4711	scaffold_1731
1733	4705	scaffold_1732
1734	4697	scaffold_1733
1735	4694	scaffold_1734
1736	4688	scaffold_1735
1737	4687	scaffold_1736
1738	4686	scaffold_1737
1739	4683	scaffold_1738
1740	4669	scaffold_1739
1741	4660	scaffold_1740
1742	4658	scaffold_1741
1743	4656	scaffold_1742
1744	4654	scaffold_1743
1745	4645	scaffold_1744
1746	4644	scaffold_1745
1747	4641	scaffold_1746
1748	4639	scaffold_1747
1749	4638	scaffold_1748
1750	4638	scaffold_1749
1751	4638	scaffold_1750
1752	4625	scaffold_1751
1753	4607	scaffold_1752
1754	4605	scaffold_1753
1755	4602	scaffold_1754
1756	4576	scaffold_1755
1757	4562	scaffold_1756
1758	4561	scaffold_1757
1759	4556	scaffold_1758
1760	4551	scaffold_1759
1761	4541	scaffold_1760
1762	4524	scaffold_1761
1763	4522	scaffold_1762
1764	4521	scaffold_1763
1765	4514	scaffold_1764
1766	4510	scaffold_1765
1767	4509	scaffold_1766
1768	4508	scaffold_1767
1769	4506	scaffold_1768
1770	4504	scaffold_1769
1771	4503	scaffold_1770
1772	4500	scaffold_1771
1773	4500	scaffold_1772
1774	4488	scaffold_1773
1775	4476	scaffold_1774
1776	4474	scaffold_1775
1777	4468	scaffold_1776
1778	4465	scaffold_1777
1779	4452	scaffold_1778
1780	4448	scaffold_1779
1781	4444	scaffold_1780
1782	4430	scaffold_1781
1783	4428	scaffold_1782
1784	4417	scaffold_1783
1785	4416	scaffold_1784
1786	4405	scaffold_1785
1787	4405	scaffold_1786
1788	4403	scaffold_1787
1789	4401	scaffold_1788
1790	4400	scaffold_1789
1791	4394	scaffold_1790
1792	4393	scaffold_1791
1793	4392	scaffold_1792
1794	4391	scaffold_1793
1795	4387	scaffold_1794
1796	4383	scaffold_1795
1797	4378	scaffold_1796
1798	4378	scaffold_1797
1799	4377	scaffold_1798
1800	4370	scaffold_1799
1801	4365	scaffold_1800
1802	4343	scaffold_1801
1803	4343	scaffold_1802
1804	4342	scaffold_1803
1805	4336	scaffold_1804
1806	4330	scaffold_1805
1807	4330	scaffold_1806
1808	4321	scaffold_1807
1809	4314	scaffold_1808
1810	4313	scaffold_1809
1811	4306	scaffold_1810
1812	4301	scaffold_1811
1813	4291	scaffold_1812
1814	4287	scaffold_1813
1815	4286	scaffold_1814
1816	4272	scaffold_1815
1817	4263	scaffold_1816
1818	4256	scaffold_1817
1819	4251	scaffold_1818
1820	4245	scaffold_1819
1821	4238	scaffold_1820
1822	4231	scaffold_1821
1823	4227	scaffold_1822
1824	4224	scaffold_1823
1825	4215	scaffold_1824
1826	4215	scaffold_1825
1827	4205	scaffold_1826
1828	4199	scaffold_1827
1829	4194	scaffold_1828
1830	4193	scaffold_1829
1831	4187	scaffold_1830
1832	4186	scaffold_1831
1833	4182	scaffold_1832
1834	4174	scaffold_1833
1835	4168	scaffold_1834
1836	4167	scaffold_1835
1837	4165	scaffold_1836
1838	4165	scaffold_1837
1839	4165	scaffold_1838
1840	4164	scaffold_1839
1841	4162	scaffold_1840
1842	4150	scaffold_1841
1843	4150	scaffold_1842
1844	4146	scaffold_1843
1845	4143	scaffold_1844
1846	4134	scaffold_1845
1847	4133	scaffold_1846
1848	4128	scaffold_1847
1849	4121	scaffold_1848
1850	4117	scaffold_1849
1851	4115	scaffold_1850
1852	4112	scaffold_1851
1853	4112	scaffold_1852
1854	4109	scaffold_1853
1855	4099	scaffold_1854
1856	4090	scaffold_1855
1857	4089	scaffold_1856
1858	4085	scaffold_1857
1859	4084	scaffold_1858
1860	4084	scaffold_1859
1861	4080	scaffold_1860
1862	4077	scaffold_1861
1863	4076	scaffold_1862
1864	4067	scaffold_1863
1865	4065	scaffold_1864
1866	4057	scaffold_1865
1867	4055	scaffold_1866
1868	4054	scaffold_1867
1869	4047	scaffold_1868
1870	4040	scaffold_1869
1871	4034	scaffold_1870
1872	4030	scaffold_1871
1873	4021	scaffold_1872
1874	4021	scaffold_1873
1875	4021	scaffold_1874
1876	4010	scaffold_1875
1877	4009	scaffold_1876
1878	4009	scaffold_1877
1879	4003	scaffold_1878
1880	4003	scaffold_1879
1881	3996	scaffold_1880
1882	3980	scaffold_1881
1883	3969	scaffold_1882
1884	3965	scaffold_1883
1885	3960	scaffold_1884
